Namespace,Location,Name,Type
DR2,00a9ef88,gHsBgModel,Data Label
DR2,00a9f050,gHsBgProj,Data Label
DR2,00a9f0c8,gHsBgBackNo,Data Label
DR2,00a9f0cc,gHsBgBackNoLast,Data Label
DR2,00a9f0d0,gHsBgBackFid,Data Label
DR2,00a9f0d4,gHsBgBackName,Data Label
DR2,00a9f220,gHsBgModelName,Data Label
DR2,00a9f230,gHsCamera,Data Label
DR2,00a9f25c,gHsCameraSub,Data Label
DR2,00a9f288,gHsCamera_in,Data Label
DR2,00a9f32c,gChar2D,Data Label
DR2,00a9f3b8,gHsCharaModel,Data Label
DR2,00a9fd10,gHsCharaLight,Data Label
DR2,00a9fd14,gHsCharaFog,Data Label
DR2,00a9fd18,gHsCharaQuality,Data Label
DR2,00a9fd28,pClimaxInfer,Data Label
DR2,00a9fd30,pFlashViewer,Data Label
DR2,00a9fd38,gHsFog,Data Label
DR2,00a9ff48,gHsLightDebugDisp,Data Label
DR2,00a9ff4c,gHsLightMain,Data Label
DR2,00a9ff54,gHsLightSub,Data Label
DR2,00aa0044,gLoad_MainmenuFlg,Data Label
DR2,00aa0048,pMonoMono,Data Label
DR2,00aa0090,gHsObjModel,Data Label
DR2,00aa09b4,gHsObjDebugDisp,Data Label
DR2,00aa0c98,pScriptCtr,Data Label
DR2,00aa0d3c,gContinueFlg,Data Label
DR2,00aa0d40,gCanOpenMenu,Data Label
DR2,00aa0d41,gCanOpenBackLog,Data Label
DR2,00aa0d44,hs_skill_all,Data Label
DR2,00aa0d4c,gHsTansaku,Data Label
DR2,00aa0ed4,gHsTansakuRet,Data Label
DR2,00aa0f18,gHsTexNo,Data Label
DR2,00aa1598,pNovel_Viewer,Data Label
DR2,00aa15a4,gDr2Systemdata,Data Label
DR2,00aa15e4,gDr2Savedata,Data Label
DR2,00ad88fc,gDr2Systemdata_backup,Data Label
DR2,00ad893c,gDr2Savedata_backup,Data Label
DR2,00b0fc54,friendship_gallery_flag_backup,Data Label
DR2,00b0fc5e,super_art_gallery_flag_backup,Data Label
DR2,00b0fcb8,gDr2Scrdata,Data Label
DR2,00b296c0,pSaveDialog,Data Label
DR2,00b296c8,gSequenceDebugFlg,Data Label
DR2,00b296e8,pTwilight,Data Label
DR2,00b29898,sUsamiAI,Data Label
DR2,00b29b68,pCamera,Data Label
DR2,00b29b78,sCharCollider,Data Label
DR2,00b2a378,pManager,Data Label
DR2,00b2a380,sUsamiCharData,Data Label
DR2,00b2aa40,pMonomi,Data Label
DR2,00b2aa50,pEquipData,Data Label
DR2,00b2aa60,pGameEffecDataObjTbl,Data Label
DR2,00b2aa68,pGameEffecModelTbl,Data Label
DR2,00b2aa70,pGameEffecData,Data Label
DR2,00b2aa78,pUsamiScriptData,Data Label
DR2,00b2aa80,sGameData,Data Label
DR2,00b2aa88,pGameData,Data Label
DR2,00b2bb38,pUsamiItemData,Data Label
DR2,00b2bb40,pLevelSelectData,Data Label
DR2,00b2bb48,pHitEffect,Data Label
DR2,00b2bb50,pMahou,Data Label
DR2,00b2bdd8,sMonomiSaveData,Data Label
DR2,00b2bea0,pMonomiSaveData,Data Label
DR2,00b2bea8,cPlayerData,Data Label
DR2,00b2c010,pMapData,Data Label
DR2,00b2c018,pMaoGmo,Data Label
DR2,00b2c028,pStageSelectData,Data Label
DR2,00b2c038,sUsamiTamaManager,Data Label
DR2,00b2c780,pTitleData,Data Label
DR2,00b2c7b8,Levelup_tbl,Data Label
DR2,00b2c7c0,UsamiF,Data Label
DR2,00b2c848,gHsTrial,Data Label
DR2,00b2cb90,gHsTrialAnagram2Level,Data Label
DR2,00b2cb98,gHsTrialAnagram2LevelMax,Data Label
DR2,00b2cba0,gHsTrialAnagram2Score,Data Label
DR2,00b2cba8,gHsTrialAnagram2TextColor,Data Label
DR2,00b2cbb0,gHsTrialAnagram2TextColorMax,Data Label
DR2,00b2cbb8,gHsTrialAnagram2Param,Data Label
DR2,00b2cc68,mtb2_dat_stage,Data Label
DR2,00b2cc70,mtb2_dat_text_list,Data Label
DR2,00b2cc78,mtb2_dat_text_list_max,Data Label
DR2,00b2cc80,mtb2_dat_sequence,Data Label
DR2,00b2cc88,mtb2_dat_sequence_max,Data Label
DR2,00b2cc90,mtb2_text_list,Data Label
DR2,00b2ccb8,mtb_dat_stage,Data Label
DR2,00b2ccc0,mtb_dat_kotodama_list,Data Label
DR2,00b2ccc8,mtb_dat_kotodama_list_max,Data Label
DR2,00b2ccd0,mtb_dat_text_list,Data Label
DR2,00b2ccd8,mtb_dat_text_list_max,Data Label
DR2,00b2cce0,mtb_dat_sequence,Data Label
DR2,00b2cce8,mtb_dat_sequence_max,Data Label
DR2,00b2ccf0,mtb_text_list,Data Label
DR2,00b2cd48,gHelpForcedClose,Data Label
DR2,00b2cdf8,gProgressSelectCursor,Data Label
DR2,00b2cdfc,gProgressScrollIndex,Data Label
DR2,00b2ce00,gProgressTimeCounter,Data Label
DR2,00b2ce04,gProgressTimeCounter2,Data Label
DR2,00b2ce08,gProgressUIDoublePBFlg,Data Label
DR2,00b2ce09,gProgressUISaveFlg,Data Label
DR2,00b2ce0c,gLanguageSelectMode,Data Label
DR2,00b2ce10,gLanguageSelectResult,Data Label
DR2,00b2ce14,gCharacterGalleryMode,Data Label
DR2,00b2ce18,gFriendshipGalleryMode,Data Label
DR2,00b2ce1c,gUltimateGalleryMode,Data Label
DR2,00b2ce20,gIsFriendshipGallery,Data Label
DR2,00b2f4e0,pDr2LogCtr,Data Label
DR2,00b2f4e8,gKotodamaHaveList,Data Label
DR2,00b2f524,gNowKotodamaMax,Data Label
DR2,00b2f590,gPbScriptParam,Data Label
DR2,00b2f598,gPbEventState,Data Label
DR2,00b2f5d0,gPbMenuState,Data Label
DR2,00b2f608,gPbCloseFlg,Data Label
DR2,00b2f610,gpPbGraphicPallet,Data Label
DR2,00b2f8e0,gProgSkillExParam,Data Label
DR2,00b2f8e8,gSkillListMax,Data Label
DR2,00b2f928,gPbCheckKotodamaMax,Data Label
DR2,00b2fa4c,gDirectHelpMode,Data Label
DR2,00b2fb80,gSurvivalUIEventState,Data Label
DR2,00b2fb94,ItemDiff,Data Label
DR2,00b2fb98,CharacterDiff,Data Label
DRApplication,005f6a28,~DRApplication,Function
DRApplication,005f6c24,loadLocalizationData,Function
DRApplication,005f69a8,DRApplication,Function
DRApplication,005f7020,areKeyboardButtonsPatched,Function
DRApplication,005f7630,getProcessTimeMicroseconds,Function
DRApplication,005f6a4c,LoadWAD,Function
DRApplication,005f75b8,getProcessStartTime,Function
DRApplication,005f7034,drInit,Function
DRApplication,005f7520,getDirectory,Function
DRApplication,005f7028,patchKeyboardButtons,Function
DRApplication,005f75c0,getSystemTimeMicroseconds,Function
DRApplication,005f74d8,getQuitFlag,Function
DRApplication,005f6c28,patchLanguage,Function
DRApplication,005f702c,unpatchKeyboardButtons,Function
DRApplication,005f6a24,~DRApplication,Function
DRApplication,005f7460,onExecuteImpl,Function
DRApplication,005f74cc,onJoinThread,Function
DRApplication,005f73fc,drUpdate,Function
DRApplication,005f7658,getProcessTimeMicrosecondsLow,Function
DRApplication,005f75f8,getSystemTimeMicrosecondsLow,Function
DRApplication,005f7030,unpatchLanguage,Function
DRApplication,005f7404,drExit,Function
DRApplication,0038a1c0,DRApplication,Thunk Function
DRApplication,0038d5c0,LoadWAD,Thunk Function
DRApplication,0038f520,drInit,Thunk Function
DRApplication,003916b0,getQuitFlag,Thunk Function
DRApplication,003917d0,patchLanguage,Thunk Function
DRApplication,00395cd0,drUpdate,Thunk Function
DRApplication,003991b0,getProcessTimeMicrosecondsLow,Thunk Function
DRApplication,881368,typeinfo-name,Data Label
DRApplication,009a9bb0,vtable,Data Label
DRApplication,009a9c00,typeinfo,Data Label
DRButtonDisplay,005f98d4,_addReplacementBinding,Function
DRButtonDisplay,005fa1bc,_addHelpText,Function
DRButtonDisplay,005f9f88,_initRemainingHelpTexts,Function
DRButtonDisplay,005f7938,initDisplayTexts,Function
DRButtonDisplay,005f9b78,_addReplacementString,Function
DRButtonDisplay,005f78f8,DRButtonDisplay,Function
DRButtonDisplay,005fa4b0,replaceText,Function
DRButtonDisplay,005f9ed8,_addHelpText,Function
DRButtonDisplay,005f9a54,_addReplacementString,Function
DRButtonDisplay,387260,_addReplacementBinding,Thunk Function
DRButtonDisplay,003877b0,_addHelpText,Thunk Function
DRButtonDisplay,003888d0,_initRemainingHelpTexts,Thunk Function
DRButtonDisplay,0038c6f0,_addReplacementString,Thunk Function
DRButtonDisplay,00399e70,_addHelpText,Thunk Function
DRButtonDisplay,0039b600,_addReplacementString,Thunk Function
DRInputManager,005fb76c,update,Function
DRInputManager,005fb6c0,~DRInputManager,Function
DRInputManager,005fb26c,createInstance,Function
DRInputManager,005fb600,loadCustomMapping,Function
DRInputManager,005fb470,getInstance,Function
DRInputManager,005fb66c,DRInputManager,Function
DRInputManager,005fb630,refreshTexts,Function
DRInputManager,005fb5d4,RewriteControlStrings,Function
DRInputManager,005fb264,getControlAxis,Function
DRInputManager,005fb458,hasInstance,Function
DRInputManager,005fb610,getLastUsedDevice,Function
DRInputManager,005fb634,isControlDown,Function
DRInputManager,005fb608,getBindingDisplay,Function
DRInputManager,005fb2d4,destroyInstance,Function
DRInputManager,005fb758,getKey,Function
DRInputManager,005fb604,initDefaults,Function
DRInputManager,387500,update,Thunk Function
DRInputManager,003889a0,createInstance,Thunk Function
DRInputManager,00388c70,loadCustomMapping,Thunk Function
DRInputManager,0038abf0,getInstance,Thunk Function
DRInputManager,0038f200,refreshTexts,Thunk Function
DRInputManager,00390c30,RewriteControlStrings,Thunk Function
DRInputManager,392680,~DRInputManager,Thunk Function
DRInputManager,395590,hasInstance,Thunk Function
DRInputManager,00396bc0,getLastUsedDevice,Thunk Function
DRInputManager,00396f40,isControlDown,Thunk Function
DRInputManager,003972d0,getBindingDisplay,Thunk Function
DRInputManager,00398a00,destroyInstance,Thunk Function
DRInputManager,399860,getKey,Thunk Function
DRInputManager,0039b000,initDefaults,Thunk Function
DRInputManager,00b360c0,ms_instance,Data Label
float,00894dc0,typeinfo-name,Data Label
float,009bada0,typeinfo,Data Label
float*,00894dd0,typeinfo-name,Data Label
float*,009bad80,typeinfo,Data Label
float_const*,00894de0,typeinfo-name,Data Label
float_const*,009bad60,typeinfo,Data Label
Game,006369b4,Dr1HsTrialBullet_BMode_IsValid,Function
Game,00636a14,Dr1ChapterSelect_Mode_IsValid,Function
Game,006369a8,Dr1HsTrialBullet_Mode_IsValid,Function
Game,00636a50,Dr1HsSystemGuideFra_Mode_IsValid,Function
Game,636818,AudioInfo_Mode_IsValid,Function
Game,0063686c,DrawFrame_RotType_IsValid,Function
Game,00636a38,Dr1SystemDialog_Mode_IsValid,Function
Game,636978,Survival_IconType_IsValid,Function
Game,006368f0,ExtraModeInitialState_Gallery_IsValid,Function
Game,006367a0,InputData_Type_IsValid,Function
Game,006367d0,FrameInfo_Type_IsValid,Function
Game,006368c0,FadeInfo_FadeType_IsValid,Function
Game,636948,Survival_Spot_IsValid,Function
Game,636984,Survival_TargetCharacter_IsValid,Function
Game,0063683c,CameraModeInfo_CameraType_IsValid,Function
Game,636930,UpdateFrameRequest_DrCtrl_IsValid,Function
Game,006369c0,Dr1HsTrialWindow_Mode_IsValid,Function
Game,006367e8,SpriteList_FontTypeWaku_IsValid,Function
Game,636878,DrawFrame_FontTypeWaku_IsValid,Function
Game,006368d8,HsTrial_Mode_IsValid,Function
Game,0063689c,DrawFrame_FontDisp_IsValid,Function
Game,006369e4,Dr1PbTop_Mode_IsValid,Function
Game,00636a08,Dr1MainMenu_Mode_IsValid,Function
Game,0063696c,Survival_Status_IsValid,Function
Game,006368e4,ClimaxInfer_ListState_IsValid,Function
Game,006368b4,FadeInfo_FadeMode_IsValid,Function
Game,006369d8,Dr1PbCommon_Mode_IsValid,Function
Game,006369cc,Dr1LanguageSelect_Mode_IsValid,Function
Game,636990,Survival_MaterialType_IsValid,Function
Game,006368a8,DrawFrame_PolyType_IsValid,Function
Game,00636a2c,Dr1ExtraMain_Mode_IsValid,Function
Game,006368cc,HsBgModel_Mode_IsValid,Function
Game,636830,CameraInfo_CameraList_IsValid,Function
Game,636848,CameraModeInfo_CameraClearFlags_IsValid,Function
Game,0063699c,SuperArtGalleryRequest_BuyType_IsValid,Function
Game,00636a20,Dr1ChapterMenuMain_Mode_IsValid,Function
Game,006369f0,Dr1PbMap_Mode_IsValid,Function
Game,00636a74,PspBlendMode_IsValid,Function
Game,006367dc,SpriteList_SpriteType_IsValid,Function
Game,636918,SequenceMenuInfo_SequenceMode_IsValid,Function
Game,636924,UpdateFrame_LoopEndMode_IsValid,Function
Game,0063680c,AudioInfo_FileType_IsValid,Function
Game,0063693c,Survival_TutorialStatus_IsValid,Function
Game,00636a44,Dr1Option_Mode_IsValid,Function
Game,007b6300,DrFade_Mode_IsValid,Function
Game,636960,Survival_AmenityType_IsValid,Function
Game,636954,Survival_ItemType_IsValid,Function
Game,636824,CameraInfo_Mode_IsValid,Function
Game,006369fc,Dr1PbSystem_Mode_IsValid,Function
Game,636854,SelectMenuRequest_Mode_IsValid,Function
Game,006367c4,UpdatePlayEndAudio_FileType_IsValid,Function
Game,636860,PbRequest_PbMode_IsValid,Function
Game,00b40030,_RuntimeError_default_instance_,Data Label
Game,00b40058,_TerminateRequest_default_instance_,Data Label
Game,00b40080,_Wait_default_instance_,Data Label
Game,00b400a0,_WaitFinishRequest_default_instance_,Data Label
Game,00b400c0,_WaitForAck_default_instance_,Data Label
Game,00b400e0,_WaitForAckRequest_default_instance_,Data Label
Game,00b40100,_LoadConfig_default_instance_,Data Label
Game,00b40128,_FileLoadAsync_default_instance_,Data Label
Game,00b40168,_FileLoadAsyncResult_default_instance_,Data Label
Game,00b40188,_FileLoadCheck_default_instance_,Data Label
Game,00b401a8,_FileLoadCheckResult_default_instance_,Data Label
Game,00b401c8,_FileLoadEnd_default_instance_,Data Label
Game,00b401e8,_FileLoadEndResult_default_instance_,Data Label
Game,00b40208,_FileLoadAddress_default_instance_,Data Label
Game,00b40230,_FileLoadAddressResult_default_instance_,Data Label
Game,00b40250,_MemPacAddrGet_default_instance_,Data Label
Game,00b40280,_MemPacAddrGetResult_default_instance_,Data Label
Game,00b402a0,_GimAddrLoad_default_instance_,Data Label
Game,00b402c8,_GimAddrLoadResult_default_instance_,Data Label
Game,00b402f0,_LoadModel_default_instance_,Data Label
Game,00b40318,_LoadModelResult_default_instance_,Data Label
Game,00b40338,_GmoLoad_default_instance_,Data Label
Game,00b40360,_GmoLoadResult_default_instance_,Data Label
Game,00b40380,_GmoUnload_default_instance_,Data Label
Game,00b403a0,_GmoUnloadResult_default_instance_,Data Label
Game,00b403c0,_LoadConfigResponse_FileMapping_default_instance_,Data Label
Game,00b403f0,_LoadConfigResponse_FontGlyphInfo_default_instance_,Data Label
Game,00b40428,_LoadConfigResponse_GlyphInfo_default_instance_,Data Label
Game,00b40458,_LoadConfigResponse_default_instance_,Data Label
Game,00b404f0,_DeviceInfo_default_instance_,Data Label
Game,00b40518,_InputData_default_instance_,Data Label
Game,00b40540,_InputPadData_default_instance_,Data Label
Game,00b40570,_InputMouseData_default_instance_,Data Label
Game,00b40598,_UpdatePlayEndAudio_default_instance_,Data Label
Game,00b405c0,_CameraRequest_default_instance_,Data Label
Game,00b405e8,_FreeMessage_default_instance_,Data Label
Game,00b40618,_FrameInfo_default_instance_,Data Label
Game,00b40648,_ScriptInfo_SelectText_default_instance_,Data Label
Game,00b40680,_ScriptInfo_default_instance_,Data Label
Game,00b406d8,_SpriteList_SpriteInfo_default_instance_,Data Label
Game,00b40780,_SpriteList_default_instance_,Data Label
Game,00b407c0,_AudioInfo_default_instance_,Data Label
Game,00b407f8,_AudioSeBankInfo_default_instance_,Data Label
Game,00b40820,_AudioMixerInfo_default_instance_,Data Label
Game,00b40858,_UpdateAudioBgmPlayInfo_default_instance_,Data Label
Game,00b40878,_UpdateAudioBgmVisualizerInfo_default_instance_,Data Label
Game,00b408b8,_VideoInfo_default_instance_,Data Label
Game,00b408e8,_UnloadModel_default_instance_,Data Label
Game,00b40908,_UnloadTexture_default_instance_,Data Label
Game,00b40928,_UnloadTextureResult_default_instance_,Data Label
Game,00b40948,_CameraInfo_default_instance_,Data Label
Game,00b40990,_CameraModeInfo_default_instance_,Data Label
Game,00b409c8,_SendCommand_default_instance_,Data Label
Game,00b40a00,_Command_default_instance_,Data Label
Game,00b40a28,_SelectMenuRequest_default_instance_,Data Label
Game,00b40a68,_MapRequest_default_instance_,Data Label
Game,00b40a88,_PbRequest_default_instance_,Data Label
Game,00b40aa8,_SelectedModelRequest_default_instance_,Data Label
Game,00b40ad0,_DrawFrame_GmoInfo_default_instance_,Data Label
Game,00b40bb0,_DrawFrame_FontInfo_default_instance_,Data Label
Game,00b40c68,_DrawFrame_FontControlInfo_default_instance_,Data Label
Game,00b40cd0,_DrawFrame_BillboardInfo_default_instance_,Data Label
Game,00b40d88,_DrawFrame_VtxDat_default_instance_,Data Label
Game,00b40dc0,_DrawFrame_PolyInfo_default_instance_,Data Label
Game,00b40e48,_DrawFrame_default_instance_,Data Label
Game,00b40ef0,_FontTypeInfos_FontTypeInfo_default_instance_,Data Label
Game,00b40f30,_FontTypeInfos_default_instance_,Data Label
Game,00b40f68,_OverlayInfo_default_instance_,Data Label
Game,00b40fa0,_FadeInfo_default_instance_,Data Label
Game,00b40fe0,_CreateScreenCapture_default_instance_,Data Label
Game,00b41000,_CreateScreenCaptureResult_default_instance_,Data Label
Game,00b41028,_ScreenCapture_default_instance_,Data Label
Game,00b41048,_HsScriptData_default_instance_,Data Label
Game,00b41188,_Dr2HsScriptData_default_instance_,Data Label
Game,00b41298,_HsBgModel_default_instance_,Data Label
Game,00b412c0,_ResultInfo_default_instance_,Data Label
Game,00b412e8,_ReactionTalkValues_default_instance_,Data Label
Game,00b41318,_HsScriptCtr_default_instance_,Data Label
Game,00b413b0,_HsTansaku_default_instance_,Data Label
Game,00b413d8,_Choice_Value_default_instance_,Data Label
Game,00b41410,_Choice_default_instance_,Data Label
Game,00b41448,_HsTrial_TrialEffectTimeAdd_default_instance_,Data Label
Game,00b41470,_HsTrial_default_instance_,Data Label
Game,00b414b8,_ClimaxInfer_default_instance_,Data Label
Game,00b414e0,_PbKotodamaList_PbKotodama_default_instance_,Data Label
Game,00b41518,_PbKotodamaList_default_instance_,Data Label
Game,00b41550,_ExtraModeInitialState_Item_default_instance_,Data Label
Game,00b41580,_ExtraModeInitialState_default_instance_,Data Label
Game,00b415b8,_UpdateExtraModeItem_default_instance_,Data Label
Game,00b415e0,_SequenceMenuInfo_Item_default_instance_,Data Label
Game,00b41610,_SequenceMenuInfo_default_instance_,Data Label
Game,00b41648,_SequenceViewRequest_default_instance_,Data Label
Game,00b41670,_PbState_default_instance_,Data Label
Game,00b41698,_MtbState_default_instance_,Data Label
Game,00b416b8,_HsTitle_default_instance_,Data Label
Game,00b416d8,_UpdateFrame_default_instance_,Data Label
Game,00b419d0,_HsSaveDataGame_default_instance_,Data Label
Game,00b419f0,_SurvivalTitle_default_instance_,Data Label
Game,00b41a10,_UpdateSurvival_default_instance_,Data Label
Game,00b41aa8,_SurvivalTitleRequest_default_instance_,Data Label
Game,00b41ac8,_SurVivalActionSelectRequest_default_instance_,Data Label
Game,00b41af0,_SurvivalActionSettingRequest_default_instance_,Data Label
Game,00b41b18,_SurvivalItemCreateRequest_default_instance_,Data Label
Game,00b41b40,_SurvivalItemListRequest_default_instance_,Data Label
Game,00b41b68,_SurvivalShortcutRequest_default_instance_,Data Label
Game,00b41b88,_SurvivalSpotSelectRequest_default_instance_,Data Label
Game,00b41ba8,_HsTrialCriminal_default_instance_,Data Label
Game,00b41bc8,_Monomono_default_instance_,Data Label
Game,00b41be8,_ShinmitsuEventGallery_default_instance_,Data Label
Game,00b41c08,_Tansaku_default_instance_,Data Label
Game,00b41c30,_UpdateSequence_default_instance_,Data Label
Game,00b41c58,_UpdateGallery_default_instance_,Data Label
Game,00b41c78,_UpdateResult_default_instance_,Data Label
Game,00b41ca0,_Skill_default_instance_,Data Label
Game,00b41cd0,_ReplaceModelTexture_default_instance_,Data Label
Game,00b41cf8,_UpdateFrameRequest_default_instance_,Data Label
Game,00b41d58,_UpdateSaibanRequest_default_instance_,Data Label
Game,00b41d78,_UpdateAnagramRequest_default_instance_,Data Label
Game,00b41da0,_UpdateMtbRequest_default_instance_,Data Label
Game,00b41dc0,_UpdateClimaxInferRequest_default_instance_,Data Label
Game,00b41df8,_UpdateMessageRequest_default_instance_,Data Label
Game,00b41e20,_UpdateBriefingRequest_default_instance_,Data Label
Game,00b41e48,_MessageAutoRequest_default_instance_,Data Label
Game,00b41e68,_SaveData_default_instance_,Data Label
Game,00b41ee0,_BrowserGoto_default_instance_,Data Label
Game,00b41f08,_SaveDataSelectRequest_default_instance_,Data Label
Game,00b41f38,_WriteSaveData_default_instance_,Data Label
Game,00b41f68,_WriteAutoSaveData_default_instance_,Data Label
Game,00b41f90,_MapInfo_default_instance_,Data Label
Game,00b41fd0,_UpdateMapRequest_default_instance_,Data Label
Game,00b42008,_TitleViewRequest_default_instance_,Data Label
Game,00b42030,_SystemRequest_default_instance_,Data Label
Game,00b42050,_PresentInfoList_PresentInfo_default_instance_,Data Label
Game,00b42080,_PresentInfoList_default_instance_,Data Label
Game,00b420b8,_PresentDetail_default_instance_,Data Label
Game,00b420f0,_PresentViewRequest_default_instance_,Data Label
Game,00b42118,_ReportInfoList_ReportInfo_default_instance_,Data Label
Game,00b42140,_ReportInfoList_default_instance_,Data Label
Game,00b42178,_ReportViewRequest_default_instance_,Data Label
Game,00b421a0,_ReportChangeInfo_default_instance_,Data Label
Game,00b421c0,_RegurationRequest_default_instance_,Data Label
Game,00b421e0,_KotodamaInfoList_KotodamaInfo_default_instance_,Data Label
Game,00b42208,_KotodamaInfoList_default_instance_,Data Label
Game,00b42240,_KotodamaDetail_default_instance_,Data Label
Game,00b42278,_KotodamaViewRequest_default_instance_,Data Label
Game,00b422a0,_HelpInfo_default_instance_,Data Label
Game,00b422c8,_BacklogInfoList_Font_default_instance_,Data Label
Game,00b422f0,_BacklogInfoList_BacklogInfo_default_instance_,Data Label
Game,00b42338,_BacklogInfoList_default_instance_,Data Label
Game,00b42370,_SystemDialogInfo_default_instance_,Data Label
Game,00b423a8,_ChapterMenuDialogInfo_default_instance_,Data Label
Game,00b423d0,_DiffChapterMenuDialogInfo_default_instance_,Data Label
Game,00b423f0,_PlayScriptRequest_default_instance_,Data Label
Game,00b42418,_LanguageMenuDialogInfo_default_instance_,Data Label
Game,00b42438,_DebugPresentMaxRequest_default_instance_,Data Label
Game,00b42458,_DebugProfLevelMaxRequest_default_instance_,Data Label
Game,00b42478,_OptionInfo_default_instance_,Data Label
Game,00b424b8,_OptionRequest_default_instance_,Data Label
Game,00b424f8,_SuperObservationRequest_default_instance_,Data Label
Game,00b42518,_SuperObservationInfoList_SuperObservationInfo_default_instance_,Data Label
Game,00b42548,_SuperObservationInfoList_default_instance_,Data Label
Game,00b42580,_MovieRequest_default_instance_,Data Label
Game,00b425a0,_HelpRequest_default_instance_,Data Label
Game,00b425c0,_HideWindowRequest_default_instance_,Data Label
Game,00b425e0,_GmoAnimeEndGet_default_instance_,Data Label
Game,00b42608,_GmoAnimeEndGetResult_default_instance_,Data Label
Game,00b42628,_Survival_Character_default_instance_,Data Label
Game,00b42660,_Survival_Item_default_instance_,Data Label
Game,00b426b0,_Survival_CollectItem_default_instance_,Data Label
Game,00b426d8,_Survival_default_instance_,Data Label
Game,00b426f8,_DebugSurvivalItemMaxRequest_default_instance_,Data Label
Game,00b42718,_DebugAllSkillRequest_default_instance_,Data Label
Game,00b42738,_FriendshipGalleryRequest_default_instance_,Data Label
Game,00b42760,_SuperArtGalleryRequest_default_instance_,Data Label
Game,00b42788,_PayMedalRequest_default_instance_,Data Label
Game,00b427a8,_MedalRequest_default_instance_,Data Label
Game,00b427c8,_GmoAnimeStartDelay_default_instance_,Data Label
Game,00b427f8,_Dr1UpdateHsTrialBulletRequest_default_instance_,Data Label
Game,00b42838,_Dr1HsTrialBullet_Bullet_default_instance_,Data Label
Game,00b42870,_Dr1HsTrialBullet_default_instance_,Data Label
Game,00b428c0,_Dr1HsTrialWindow_default_instance_,Data Label
Game,00b428e0,_Dr1LanguageSelect_default_instance_,Data Label
Game,00b42900,_PbData_default_instance_,Data Label
Game,00b42928,_Dr1PbCommon_default_instance_,Data Label
Game,00b42950,_Dr1PbTop_default_instance_,Data Label
Game,00b42970,_Dr1PbMap_default_instance_,Data Label
Game,00b42990,_Dr1PbKotodama_default_instance_,Data Label
Game,00b429b0,_Dr1PbPresent_default_instance_,Data Label
Game,00b429d0,_Dr1PbReport_default_instance_,Data Label
Game,00b429f0,_Dr1PbSystem_default_instance_,Data Label
Game,00b42a10,_Dr1MainMenu_default_instance_,Data Label
Game,00b42a30,_Dr1ChapterSelect_default_instance_,Data Label
Game,00b42a50,_Dr1ChapterMenuMain_default_instance_,Data Label
Game,00b42a78,_Dr1ExtraMain_default_instance_,Data Label
Game,00b42a98,_Dr1SystemDialog_default_instance_,Data Label
Game,00b42ab8,_Dr1Option_default_instance_,Data Label
Game,00b42ad8,_Dr1HsSystemGuideFra_default_instance_,Data Label
Game,00b42b00,_Dr1EventGalleryRequest_default_instance_,Data Label
Game,00b42b20,_Dr1MovieGalleryRequest_default_instance_,Data Label
Game,00b42b40,_Dr1SurvivalDebugRequest_default_instance_,Data Label
Game,00b42b68,_ClearFontCache_default_instance_,Data Label
Game,00b42b88,_GetLensflareDepth_default_instance_,Data Label
Game,00b42bb0,_GetLensflareDepthResult_default_instance_,Data Label
Game,00b448b8,_DrsVector2_default_instance_,Data Label
Game,00b448e0,_DrsVector3_default_instance_,Data Label
Game,00b44908,_DrsMatrix4_default_instance_,Data Label
Game,00b44938,_DrsColor_default_instance_,Data Label
Game,00b44968,_DrFade_default_instance_,Data Label
Game::AudioInfo,0065a310,AudioInfo,Function
Game::AudioInfo,0065a840,New,Function
Game::AudioInfo,0065ae9c,CopyFrom,Function
Game::AudioInfo,007124cc,GetCachedSize,Function
Game::AudioInfo,0065ade8,CheckTypeAndMergeFrom,Function
Game::AudioInfo,0065a46c,SharedCtor,Function
Game::AudioInfo,0065b17c,UnsafeArenaSwap,Function
Game::AudioInfo,0065a794,SetCachedSize,Function
Game::AudioInfo,0065a790,ArenaDtor,Function
Game::AudioInfo,0065a8c4,Clear,Function
Game::AudioInfo,007124c4,GetMaybeArenaPointer,Function
Game::AudioInfo,0065a4a4,AudioInfo,Function
Game::AudioInfo,0065a480,AudioInfo,Function
Game::AudioInfo,0065a6ac,SharedDtor,Function
Game::AudioInfo,0065a5d0,~AudioInfo,Function
Game::AudioInfo,007124ac,GetArena,Function
Game::AudioInfo,0071246c,New,Function
Game::AudioInfo,0065a6b0,~AudioInfo,Function
Game::AudioInfo,0065b0f8,InternalSwap,Function
Game::AudioInfo,0065abe4,SerializeWithCachedSizes,Function
Game::AudioInfo,0065a8d4,MergePartialFromCodedStream,Function
Game::AudioInfo,0065aec0,Swap,Function
Game::AudioInfo,0065b208,GetTypeName,Function
Game::AudioInfo,0065aca4,ByteSizeLong,Function
Game::AudioInfo,0065a79c,default_instance,Function
Game::AudioInfo,0065aeb8,IsInitialized,Function
Game::AudioInfo,0065adec,MergeFrom,Function
Game::AudioInfo,00385af0,AudioInfo,Thunk Function
Game::AudioInfo,0038fbf0,AudioInfo,Thunk Function
Game::AudioInfo,0039c200,MergeFrom,Thunk Function
Game::AudioInfo,888008,Bgm,Data Label
Game::AudioInfo,0088800c,Voice,Data Label
Game::AudioInfo,888010,Se,Data Label
