Namespace,Location,Name,Type,Source
Game::UpdateFrameRequest,0087d42c,CtrlUsamiSwitchVoices,Data Label,Analysis
Game::UpdateFrameRequest,0087d430,CtrlUsamiJump,Data Label,Analysis
Game::UpdateFrameRequest,0087d434,CtrlUsamiMagicalCircle,Data Label,Analysis
Game::UpdateFrameRequest,0087d438,CtrlUsamiTransform,Data Label,Analysis
Game::UpdateFrameRequest,0087d43c,CtrlLogicJump,Data Label,Analysis
Game::UpdateFrameRequest,0087d440,CtrlLogicAccel,Data Label,Analysis
Game::UpdateFrameRequest,0087d444,CtrlLogicBrake,Data Label,Analysis
Game::UpdateFrameRequest,0087d448,CtrlTwilightStart,Data Label,Analysis
Game::UpdateFrameRequest,0087d44c,CtrlTwilightUp,Data Label,Analysis
Game::UpdateFrameRequest,0087d450,CtrlTwilightDown,Data Label,Analysis
Game::UpdateFrameRequest,0087d454,CtrlTwilightLeft,Data Label,Analysis
Game::UpdateFrameRequest,0087d458,CtrlTwilightRight,Data Label,Analysis
Game::UpdateFrameRequest,0087d45c,CtrlEscapeCheck,Data Label,Analysis
Game::UpdateFrameRequest,0087d460,CtrlEscapeSet,Data Label,Analysis
Game::UpdateFrameRequest,0087d464,CtrlPtaUp,Data Label,Analysis
Game::UpdateFrameRequest,0087d468,CtrlPtaDown,Data Label,Analysis
Game::UpdateFrameRequest,0087d46c,CtrlPtaLeft,Data Label,Analysis
Game::UpdateFrameRequest,0087d470,CtrlPtaRight,Data Label,Analysis
Game::UpdateFrameRequest,0087d474,CtrlCount,Data Label,Analysis
Game::UpdateFrameRequest,0087d478,DrCtrl_MIN,Data Label,Analysis
Game::UpdateFrameRequest,0087d47c,DrCtrl_MAX,Data Label,Analysis
Game::UpdateFrameRequest,0087d480,DrCtrl_ARRAYSIZE,Data Label,Analysis
Game::UpdateFrameRequest,0087e22c,kCtrlListFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e230,kPositionFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e234,kLstickXFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e238,kLstickYFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e23c,kRstickXFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e240,kRstickYFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e244,kShowCurtainFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e248,kNeedUpdatePositionFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e24c,kTrialTimeOutFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e250,kTrialDeadFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e254,kTrialClearFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e258,kTrialImmortalFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e25c,kTrialInferenceDifficultyFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087e260,kTrialActionDifficultyFieldNumber,Data Label,Analysis
Game::UpdateFrameRequest,0087f560,typeinfo-name,Data Label,Analysis
Game::UpdateFrameRequest,009a27e8,vtable,Data Label,Analysis
Game::UpdateFrameRequest,009a6960,typeinfo,Data Label,Analysis
Game::UpdateGallery,006be28c,UpdateGallery,Function,Analysis
Game::UpdateGallery,006be3c8,~UpdateGallery,Function,Analysis
Game::UpdateGallery,006be4a8,~UpdateGallery,Function,Analysis
Game::UpdateGallery,006be85c,IsInitialized,Function,Analysis
Game::UpdateGallery,006bea34,InternalSwap,Function,Analysis
Game::UpdateGallery,006be134,UpdateGallery,Function,Analysis
Game::UpdateGallery,006be864,Swap,Function,Analysis
Game::UpdateGallery,006be7fc,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateGallery,0070c840,GetArena,Function,Analysis
Game::UpdateGallery,006bea58,UnsafeArenaSwap,Function,Analysis
Game::UpdateGallery,006be2a4,UpdateGallery,Function,Analysis
Game::UpdateGallery,006bea84,GetTypeName,Function,Analysis
Game::UpdateGallery,006be7b8,ByteSizeLong,Function,Analysis
Game::UpdateGallery,006be638,New,Function,Analysis
Game::UpdateGallery,006be58c,SetCachedSize,Function,Analysis
Game::UpdateGallery,006be588,ArenaDtor,Function,Analysis
Game::UpdateGallery,0070c860,GetCachedSize,Function,Analysis
Game::UpdateGallery,698468,CopyFrom,Function,Analysis
Game::UpdateGallery,006be798,SerializeWithCachedSizes,Function,Analysis
Game::UpdateGallery,006b1580,MergeFrom,Function,Analysis
Game::UpdateGallery,006be4a4,SharedDtor,Function,Analysis
Game::UpdateGallery,006be6b8,MergePartialFromCodedStream,Function,Analysis
Game::UpdateGallery,0070c800,New,Function,Analysis
Game::UpdateGallery,006be594,default_instance,Function,Analysis
Game::UpdateGallery,006be6b0,Clear,Function,Analysis
Game::UpdateGallery,006be284,SharedCtor,Function,Analysis
Game::UpdateGallery,0070c858,GetMaybeArenaPointer,Function,Analysis
Game::UpdateGallery,00386d20,UpdateGallery,Thunk Function,Default
Game::UpdateGallery,00388f20,UpdateGallery,Thunk Function,Default
Game::UpdateGallery,003955a0,MergePartialFromCodedStream,Thunk Function,Default
Game::UpdateGallery,0087e20c,kModeFieldNumber,Data Label,Analysis
Game::UpdateGallery,0087f4f0,typeinfo-name,Data Label,Analysis
Game::UpdateGallery,009a2588,vtable,Data Label,Analysis
Game::UpdateGallery,009a68e0,typeinfo,Data Label,Analysis
Game::UpdateMapRequest,006d20a0,CopyFrom,Function,Analysis
Game::UpdateMapRequest,006d2500,GetTypeName,Function,Analysis
Game::UpdateMapRequest,006d1fa8,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateMapRequest,006d14e0,UpdateMapRequest,Function,Analysis
Game::UpdateMapRequest,006d20c0,Swap,Function,Analysis
Game::UpdateMapRequest,006d17f0,SetCachedSize,Function,Analysis
Game::UpdateMapRequest,006d20b8,IsInitialized,Function,Analysis
Game::UpdateMapRequest,006d1500,UpdateMapRequest,Function,Analysis
Game::UpdateMapRequest,006d1378,UpdateMapRequest,Function,Analysis
Game::UpdateMapRequest,0070cf50,New,Function,Analysis
Game::UpdateMapRequest,006d1708,SharedDtor,Function,Analysis
Game::UpdateMapRequest,006d1e58,ByteSizeLong,Function,Analysis
Game::UpdateMapRequest,006d1d38,SerializeWithCachedSizes,Function,Analysis
Game::UpdateMapRequest,006d1fac,MergeFrom,Function,Analysis
Game::UpdateMapRequest,0070cfa8,GetMaybeArenaPointer,Function,Analysis
Game::UpdateMapRequest,006d162c,~UpdateMapRequest,Function,Analysis
Game::UpdateMapRequest,006d1928,MergePartialFromCodedStream,Function,Analysis
Game::UpdateMapRequest,0070cfb0,GetCachedSize,Function,Analysis
Game::UpdateMapRequest,006d14d0,SharedCtor,Function,Analysis
Game::UpdateMapRequest,006d191c,Clear,Function,Analysis
Game::UpdateMapRequest,006d17ec,ArenaDtor,Function,Analysis
Game::UpdateMapRequest,0070cf90,GetArena,Function,Analysis
Game::UpdateMapRequest,006d189c,New,Function,Analysis
Game::UpdateMapRequest,006d170c,~UpdateMapRequest,Function,Analysis
Game::UpdateMapRequest,006d2370,InternalSwap,Function,Analysis
Game::UpdateMapRequest,006d2434,UnsafeArenaSwap,Function,Analysis
Game::UpdateMapRequest,006d17f8,default_instance,Function,Analysis
Game::UpdateMapRequest,003826e0,CopyFrom,Thunk Function,Default
Game::UpdateMapRequest,00389a30,UpdateMapRequest,Thunk Function,Default
Game::UpdateMapRequest,0038cb30,UpdateMapRequest,Thunk Function,Default
Game::UpdateMapRequest,0038f030,MergeFrom,Thunk Function,Default
Game::UpdateMapRequest,0087e370,kSelectFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e374,kEnterFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e378,kSelectIdFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e37c,kSelectMapFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e380,kLeftFloorFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e384,kRightFloorFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e388,kSetFloorFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e38c,kBackFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e390,kTansakuFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e394,kSelectObjFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087e398,kSelectStartFieldNumber,Data Label,Analysis
Game::UpdateMapRequest,0087f720,typeinfo-name,Data Label,Analysis
Game::UpdateMapRequest,009a3038,vtable,Data Label,Analysis
Game::UpdateMapRequest,009a6b20,typeinfo,Data Label,Analysis
Game::UpdateMessageRequest,006c7ff0,UnsafeArenaSwap,Function,Analysis
Game::UpdateMessageRequest,006c804c,GetTypeName,Function,Analysis
Game::UpdateMessageRequest,006c7610,~UpdateMessageRequest,Function,Analysis
Game::UpdateMessageRequest,006c7268,UpdateMessageRequest,Function,Analysis
Game::UpdateMessageRequest,006c7824,Clear,Function,Analysis
Game::UpdateMessageRequest,006c76f4,SetCachedSize,Function,Analysis
Game::UpdateMessageRequest,0070cbe8,GetArena,Function,Analysis
Game::UpdateMessageRequest,0070cc00,GetMaybeArenaPointer,Function,Analysis
Game::UpdateMessageRequest,006c7cec,IsInitialized,Function,Analysis
Game::UpdateMessageRequest,006c7a28,SerializeWithCachedSizes,Function,Analysis
Game::UpdateMessageRequest,006c76fc,default_instance,Function,Analysis
Game::UpdateMessageRequest,006c73fc,UpdateMessageRequest,Function,Analysis
Game::UpdateMessageRequest,006c73c4,SharedCtor,Function,Analysis
Game::UpdateMessageRequest,006c7c44,CopyFrom,Function,Analysis
Game::UpdateMessageRequest,0070cba8,New,Function,Analysis
Game::UpdateMessageRequest,006c7530,~UpdateMessageRequest,Function,Analysis
Game::UpdateMessageRequest,006c7bb4,MergeFrom,Function,Analysis
Game::UpdateMessageRequest,006c77a0,New,Function,Analysis
Game::UpdateMessageRequest,006c7ab0,ByteSizeLong,Function,Analysis
Game::UpdateMessageRequest,006c73d8,UpdateMessageRequest,Function,Analysis
Game::UpdateMessageRequest,006c7f9c,InternalSwap,Function,Analysis
Game::UpdateMessageRequest,006c7cf4,Swap,Function,Analysis
Game::UpdateMessageRequest,006c7834,MergePartialFromCodedStream,Function,Analysis
Game::UpdateMessageRequest,006c760c,SharedDtor,Function,Analysis
Game::UpdateMessageRequest,006c7b24,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateMessageRequest,0070cc08,GetCachedSize,Function,Analysis
Game::UpdateMessageRequest,006c76f0,ArenaDtor,Function,Analysis
Game::UpdateMessageRequest,383950,UpdateMessageRequest,Thunk Function,Default
Game::UpdateMessageRequest,0038ca40,CopyFrom,Thunk Function,Default
Game::UpdateMessageRequest,00396d30,UpdateMessageRequest,Thunk Function,Default
Game::UpdateMessageRequest,0087e2c8,kSelectedFieldNumber,Data Label,Analysis
Game::UpdateMessageRequest,0087e2cc,kReAcitonFieldNumber,Data Label,Analysis
Game::UpdateMessageRequest,0087e2d0,kMessageNextFieldNumber,Data Label,Analysis
Game::UpdateMessageRequest,0087e2d4,kSuperSkipFieldNumber,Data Label,Analysis
Game::UpdateMessageRequest,0087f610,typeinfo-name,Data Label,Analysis
Game::UpdateMessageRequest,009a2ae0,vtable,Data Label,Analysis
Game::UpdateMessageRequest,009a6a00,typeinfo,Data Label,Analysis
Game::UpdateMtbRequest,006c5058,~UpdateMtbRequest,Function,Analysis
Game::UpdateMtbRequest,006c5268,MergePartialFromCodedStream,Function,Analysis
Game::UpdateMtbRequest,006c5138,ArenaDtor,Function,Analysis
Game::UpdateMtbRequest,006c5530,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateMtbRequest,006c54ec,ByteSizeLong,Function,Analysis
Game::UpdateMtbRequest,006c51e8,New,Function,Analysis
Game::UpdateMtbRequest,006c59ec,UnsafeArenaSwap,Function,Analysis
Game::UpdateMtbRequest,006c513c,SetCachedSize,Function,Analysis
Game::UpdateMtbRequest,006c4e34,SharedCtor,Function,Analysis
Game::UpdateMtbRequest,006c4e54,UpdateMtbRequest,Function,Analysis
Game::UpdateMtbRequest,006c4ce4,UpdateMtbRequest,Function,Analysis
Game::UpdateMtbRequest,0070cb30,GetMaybeArenaPointer,Function,Analysis
Game::UpdateMtbRequest,006c5144,default_instance,Function,Analysis
Game::UpdateMtbRequest,0070cb38,GetCachedSize,Function,Analysis
Game::UpdateMtbRequest,006c4f78,~UpdateMtbRequest,Function,Analysis
Game::UpdateMtbRequest,006c4e3c,UpdateMtbRequest,Function,Analysis
Game::UpdateMtbRequest,006c5a48,GetTypeName,Function,Analysis
Game::UpdateMtbRequest,006c5658,CopyFrom,Function,Analysis
Game::UpdateMtbRequest,006c56f8,IsInitialized,Function,Analysis
Game::UpdateMtbRequest,006c55c4,MergeFrom,Function,Analysis
Game::UpdateMtbRequest,006c5998,InternalSwap,Function,Analysis
Game::UpdateMtbRequest,006c5054,SharedDtor,Function,Analysis
Game::UpdateMtbRequest,0070cad8,New,Function,Analysis
Game::UpdateMtbRequest,006c5464,SerializeWithCachedSizes,Function,Analysis
Game::UpdateMtbRequest,006c5260,Clear,Function,Analysis
Game::UpdateMtbRequest,0070cb18,GetArena,Function,Analysis
Game::UpdateMtbRequest,006c5700,Swap,Function,Analysis
Game::UpdateMtbRequest,0038a250,UpdateMtbRequest,Thunk Function,Default
Game::UpdateMtbRequest,0038e3d0,UpdateMtbRequest,Thunk Function,Default
Game::UpdateMtbRequest,003931a0,CopyFrom,Thunk Function,Default
Game::UpdateMtbRequest,0087e284,kOnePunchFieldNumber,Data Label,Analysis
Game::UpdateMtbRequest,0087e288,kImmortalFieldNumber,Data Label,Analysis
Game::UpdateMtbRequest,0087e28c,kTimeOverFieldNumber,Data Label,Analysis
Game::UpdateMtbRequest,0087e290,kSkipGameFieldNumber,Data Label,Analysis
Game::UpdateMtbRequest,0087f5c0,typeinfo-name,Data Label,Analysis
Game::UpdateMtbRequest,009a29b0,vtable,Data Label,Analysis
Game::UpdateMtbRequest,009a69c0,typeinfo,Data Label,Analysis
Game::UpdatePlayEndAudio,00649ae0,UpdatePlayEndAudio,Function,Analysis
Game::UpdatePlayEndAudio,00649f3c,ArenaDtor,Function,Analysis
Game::UpdatePlayEndAudio,00649c38,UpdatePlayEndAudio,Function,Analysis
Game::UpdatePlayEndAudio,0064a4b8,Swap,Function,Analysis
Game::UpdatePlayEndAudio,00649c50,UpdatePlayEndAudio,Function,Analysis
Game::UpdatePlayEndAudio,0064a064,Clear,Function,Analysis
Game::UpdatePlayEndAudio,00649e58,SharedDtor,Function,Analysis
Game::UpdatePlayEndAudio,0064a3ac,MergeFrom,Function,Analysis
Game::UpdatePlayEndAudio,0064a334,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdatePlayEndAudio,0070a8b0,GetCachedSize,Function,Analysis
Game::UpdatePlayEndAudio,00649c30,SharedCtor,Function,Analysis
Game::UpdatePlayEndAudio,00649d7c,~UpdatePlayEndAudio,Function,Analysis
Game::UpdatePlayEndAudio,0070a8a8,GetMaybeArenaPointer,Function,Analysis
Game::UpdatePlayEndAudio,00649f40,SetCachedSize,Function,Analysis
Game::UpdatePlayEndAudio,00649fec,New,Function,Analysis
Game::UpdatePlayEndAudio,0064a4b0,IsInitialized,Function,Analysis
Game::UpdatePlayEndAudio,0070a890,GetArena,Function,Analysis
Game::UpdatePlayEndAudio,0064a744,UnsafeArenaSwap,Function,Analysis
Game::UpdatePlayEndAudio,0064a790,GetTypeName,Function,Analysis
Game::UpdatePlayEndAudio,0064a278,ByteSizeLong,Function,Analysis
Game::UpdatePlayEndAudio,0064a070,MergePartialFromCodedStream,Function,Analysis
Game::UpdatePlayEndAudio,0064a424,CopyFrom,Function,Analysis
Game::UpdatePlayEndAudio,0064a700,InternalSwap,Function,Analysis
Game::UpdatePlayEndAudio,0064a210,SerializeWithCachedSizes,Function,Analysis
Game::UpdatePlayEndAudio,00649f48,default_instance,Function,Analysis
Game::UpdatePlayEndAudio,00649e5c,~UpdatePlayEndAudio,Function,Analysis
Game::UpdatePlayEndAudio,0070a850,New,Function,Analysis
Game::UpdatePlayEndAudio,00381f50,UpdatePlayEndAudio,Thunk Function,Default
Game::UpdatePlayEndAudio,385800,UpdatePlayEndAudio,Thunk Function,Default
Game::UpdatePlayEndAudio,0087cefc,Bgm,Data Label,Analysis
Game::UpdatePlayEndAudio,0087cf00,Voice,Data Label,Analysis
Game::UpdatePlayEndAudio,0087cf04,Se,Data Label,Analysis
Game::UpdatePlayEndAudio,0087cf08,FileType_MIN,Data Label,Analysis
Game::UpdatePlayEndAudio,0087cf0c,FileType_MAX,Data Label,Analysis
Game::UpdatePlayEndAudio,0087cf10,FileType_ARRAYSIZE,Data Label,Analysis
Game::UpdatePlayEndAudio,0087d9c0,kTypeFieldNumber,Data Label,Analysis
Game::UpdatePlayEndAudio,0087d9c4,kIdxNoFieldNumber,Data Label,Analysis
Game::UpdatePlayEndAudio,0087d9c8,kPlayNoFieldNumber,Data Label,Analysis
Game::UpdatePlayEndAudio,0087eab0,typeinfo-name,Data Label,Analysis
Game::UpdatePlayEndAudio,0099f738,vtable,Data Label,Analysis
Game::UpdatePlayEndAudio,009a5f20,typeinfo,Data Label,Analysis
Game::UpdateResult,006bf290,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateResult,006bf544,UnsafeArenaSwap,Function,Analysis
Game::UpdateResult,006b1514,MergeFrom,Function,Analysis
Game::UpdateResult,006bec3c,UpdateResult,Function,Analysis
Game::UpdateResult,006bec58,UpdateResult,Function,Analysis
Game::UpdateResult,006beadc,UpdateResult,Function,Analysis
Game::UpdateResult,006bf208,ByteSizeLong,Function,Analysis
Game::UpdateResult,006bf580,GetTypeName,Function,Analysis
Game::UpdateResult,0070c8c0,GetMaybeArenaPointer,Function,Analysis
Game::UpdateResult,006bee5c,~UpdateResult,Function,Analysis
Game::UpdateResult,006befec,New,Function,Analysis
Game::UpdateResult,006bef40,SetCachedSize,Function,Analysis
Game::UpdateResult,006bf2fc,IsInitialized,Function,Analysis
Game::UpdateResult,006bf068,Clear,Function,Analysis
Game::UpdateResult,0070c8c8,GetCachedSize,Function,Analysis
Game::UpdateResult,006bec30,SharedCtor,Function,Analysis
Game::UpdateResult,0069815c,CopyFrom,Function,Analysis
Game::UpdateResult,006bf070,MergePartialFromCodedStream,Function,Analysis
Game::UpdateResult,0070c868,New,Function,Analysis
Game::UpdateResult,006bf1b4,SerializeWithCachedSizes,Function,Analysis
Game::UpdateResult,006bee58,SharedDtor,Function,Analysis
Game::UpdateResult,006bef48,default_instance,Function,Analysis
Game::UpdateResult,006bed7c,~UpdateResult,Function,Analysis
Game::UpdateResult,006bef3c,ArenaDtor,Function,Analysis
Game::UpdateResult,0070c8a8,GetArena,Function,Analysis
Game::UpdateResult,006bf304,Swap,Function,Analysis
Game::UpdateResult,006bf510,InternalSwap,Function,Analysis
Game::UpdateResult,003859e0,UpdateResult,Thunk Function,Default
Game::UpdateResult,003909d0,MergePartialFromCodedStream,Thunk Function,Default
Game::UpdateResult,393550,UpdateResult,Thunk Function,Default
Game::UpdateResult,0087e210,kModeFieldNumber,Data Label,Analysis
Game::UpdateResult,0087e214,kPhaseFieldNumber,Data Label,Analysis
Game::UpdateResult,0087f510,typeinfo-name,Data Label,Analysis
Game::UpdateResult,009a2620,vtable,Data Label,Analysis
Game::UpdateResult,009a6900,typeinfo,Data Label,Analysis
Game::UpdateSaibanRequest,006c30e8,~UpdateSaibanRequest,Function,Analysis
Game::UpdateSaibanRequest,006c3358,New,Function,Analysis
Game::UpdateSaibanRequest,006c365c,ByteSizeLong,Function,Analysis
Game::UpdateSaibanRequest,006c2fc4,UpdateSaibanRequest,Function,Analysis
Game::UpdateSaibanRequest,006c31c8,~UpdateSaibanRequest,Function,Analysis
Game::UpdateSaibanRequest,006c33d8,MergePartialFromCodedStream,Function,Analysis
Game::UpdateSaibanRequest,006c31c4,SharedDtor,Function,Analysis
Game::UpdateSaibanRequest,0070ca48,GetArena,Function,Analysis
Game::UpdateSaibanRequest,006c2fac,UpdateSaibanRequest,Function,Analysis
Game::UpdateSaibanRequest,006c33d0,Clear,Function,Analysis
Game::UpdateSaibanRequest,006c32b4,default_instance,Function,Analysis
Game::UpdateSaibanRequest,006c3868,IsInitialized,Function,Analysis
Game::UpdateSaibanRequest,006c32a8,ArenaDtor,Function,Analysis
Game::UpdateSaibanRequest,006c3b08,InternalSwap,Function,Analysis
Game::UpdateSaibanRequest,006c2e54,UpdateSaibanRequest,Function,Analysis
Game::UpdateSaibanRequest,006c3bb8,GetTypeName,Function,Analysis
Game::UpdateSaibanRequest,006c3b5c,UnsafeArenaSwap,Function,Analysis
Game::UpdateSaibanRequest,006c37c8,CopyFrom,Function,Analysis
Game::UpdateSaibanRequest,006c2fa4,SharedCtor,Function,Analysis
Game::UpdateSaibanRequest,006c3734,MergeFrom,Function,Analysis
Game::UpdateSaibanRequest,006c36a0,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateSaibanRequest,006c3870,Swap,Function,Analysis
Game::UpdateSaibanRequest,0070ca60,GetMaybeArenaPointer,Function,Analysis
Game::UpdateSaibanRequest,0070ca08,New,Function,Analysis
Game::UpdateSaibanRequest,006c32ac,SetCachedSize,Function,Analysis
Game::UpdateSaibanRequest,0070ca68,GetCachedSize,Function,Analysis
Game::UpdateSaibanRequest,006c35d4,SerializeWithCachedSizes,Function,Analysis
Game::UpdateSaibanRequest,0038e440,UpdateSaibanRequest,Thunk Function,Default
Game::UpdateSaibanRequest,0038f150,CopyFrom,Thunk Function,Default
Game::UpdateSaibanRequest,00392bb0,UpdateSaibanRequest,Thunk Function,Default
Game::UpdateSaibanRequest,0087e264,kSpeakZeroFieldNumber,Data Label,Analysis
Game::UpdateSaibanRequest,0087e268,kTimeOverFieldNumber,Data Label,Analysis
Game::UpdateSaibanRequest,0087e26c,kShootMemoryFieldNumber,Data Label,Analysis
Game::UpdateSaibanRequest,0087e270,kShootSilencerFieldNumber,Data Label,Analysis
Game::UpdateSaibanRequest,0087f580,typeinfo-name,Data Label,Analysis
Game::UpdateSaibanRequest,009a2880,vtable,Data Label,Analysis
Game::UpdateSaibanRequest,009a6980,typeinfo,Data Label,Analysis
Game::UpdateSequence,006bd634,UpdateSequence,Function,Analysis
Game::UpdateSequence,006bd8e8,~UpdateSequence,Function,Analysis
Game::UpdateSequence,006bde44,IsInitialized,Function,Analysis
Game::UpdateSequence,0070c7f0,GetMaybeArenaPointer,Function,Analysis
Game::UpdateSequence,0070c7f8,GetCachedSize,Function,Analysis
Game::UpdateSequence,006b1748,MergeFrom,Function,Analysis
Game::UpdateSequence,0070c798,New,Function,Analysis
Game::UpdateSequence,006be0dc,GetTypeName,Function,Analysis
Game::UpdateSequence,006bdd28,SerializeWithCachedSizes,Function,Analysis
Game::UpdateSequence,006bd7bc,UpdateSequence,Function,Analysis
Game::UpdateSequence,006be06c,InternalSwap,Function,Analysis
Game::UpdateSequence,006bdaa8,ArenaDtor,Function,Analysis
Game::UpdateSequence,006bdbe4,MergePartialFromCodedStream,Function,Analysis
Game::UpdateSequence,006bd9c4,SharedDtor,Function,Analysis
Game::UpdateSequence,006bd78c,SharedCtor,Function,Analysis
Game::UpdateSequence,006bdd80,ByteSizeLong,Function,Analysis
Game::UpdateSequence,006be0a0,UnsafeArenaSwap,Function,Analysis
Game::UpdateSequence,006bd79c,UpdateSequence,Function,Analysis
Game::UpdateSequence,006bd9c8,~UpdateSequence,Function,Analysis
Game::UpdateSequence,00698abc,CopyFrom,Function,Analysis
Game::UpdateSequence,006bdab4,default_instance,Function,Analysis
Game::UpdateSequence,0070c7d8,GetArena,Function,Analysis
Game::UpdateSequence,006bde4c,Swap,Function,Analysis
Game::UpdateSequence,006bdb58,New,Function,Analysis
Game::UpdateSequence,006bdbd8,Clear,Function,Analysis
Game::UpdateSequence,006bdaac,SetCachedSize,Function,Analysis
Game::UpdateSequence,006bddd4,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateSequence,00387e30,UpdateSequence,Thunk Function,Default
Game::UpdateSequence,00389a80,MergePartialFromCodedStream,Thunk Function,Default
Game::UpdateSequence,003934a0,UpdateSequence,Thunk Function,Default
Game::UpdateSequence,0087e204,kModeFieldNumber,Data Label,Analysis
Game::UpdateSequence,0087e208,kMonomonoFlagFieldNumber,Data Label,Analysis
Game::UpdateSequence,0087f4d0,typeinfo-name,Data Label,Analysis
Game::UpdateSequence,009a24f0,vtable,Data Label,Analysis
Game::UpdateSequence,009a68c0,typeinfo,Data Label,Analysis
Game::UpdateSurvival,0070c318,GetCachedSize,Function,Analysis
Game::UpdateSurvival,006b56c8,InternalSwap,Function,Analysis
Game::UpdateSurvival,006b40ec,UpdateSurvival,Function,Analysis
Game::UpdateSurvival,006b5584,IsInitialized,Function,Analysis
Game::UpdateSurvival,006b499c,MergePartialFromCodedStream,Function,Analysis
Game::UpdateSurvival,006b4fe0,SerializeWithCachedSizes,Function,Analysis
Game::UpdateSurvival,006b4568,~UpdateSurvival,Function,Analysis
Game::UpdateSurvival,006b580c,UnsafeArenaSwap,Function,Analysis
Game::UpdateSurvival,006b5288,ByteSizeLong,Function,Analysis
Game::UpdateSurvival,006b4828,New,Function,Analysis
Game::UpdateSurvival,006b1938,MergeFrom,Function,Analysis
Game::UpdateSurvival,006b4754,~UpdateSurvival,Function,Analysis
Game::UpdateSurvival,0070c2b8,New,Function,Analysis
Game::UpdateSurvival,006b558c,Swap,Function,Analysis
Game::UpdateSurvival,006b40dc,SharedCtor,Function,Analysis
Game::UpdateSurvival,006b581c,GetTypeName,Function,Analysis
Game::UpdateSurvival,699994,CopyFrom,Function,Analysis
Game::UpdateSurvival,006b4224,UpdateSurvival,Function,Analysis
Game::UpdateSurvival,0070c310,GetMaybeArenaPointer,Function,Analysis
Game::UpdateSurvival,006b5580,CheckTypeAndMergeFrom,Function,Analysis
Game::UpdateSurvival,006b4750,SharedDtor,Function,Analysis
Game::UpdateSurvival,006b3e4c,UpdateSurvival,Function,Analysis
Game::UpdateSurvival,0070c2f8,GetArena,Function,Analysis
Game::UpdateSurvival,006b4784,default_instance,Function,Analysis
Game::UpdateSurvival,006b4778,ArenaDtor,Function,Analysis
Game::UpdateSurvival,006b477c,SetCachedSize,Function,Analysis
Game::UpdateSurvival,006b4894,Clear,Function,Analysis
Game::UpdateSurvival,00382de0,InternalSwap,Thunk Function,Default
Game::UpdateSurvival,00382fb0,UpdateSurvival,Thunk Function,Default
Game::UpdateSurvival,385560,MergePartialFromCodedStream,Thunk Function,Default
Game::UpdateSurvival,00387e90,~UpdateSurvival,Thunk Function,Default
Game::UpdateSurvival,388640,ByteSizeLong,Thunk Function,Default
Game::UpdateSurvival,00389f80,MergeFrom,Thunk Function,Default
Game::UpdateSurvival,00393df0,UpdateSurvival,Thunk Function,Default
Game::UpdateSurvival,003967e0,UpdateSurvival,Thunk Function,Default
Game::UpdateSurvival,00398e90,Clear,Thunk Function,Default
Game::UpdateSurvival,0087e18c,kIsActiveFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e190,kTargetFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e194,kModeFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e198,kCharactersFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e19c,kItemsFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e1a0,kCollectItemsFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e1a4,kItemDiffFieldNumber,Data Label,Analysis
Game::UpdateSurvival,0087e1a8,kCharacterDiffFieldNumber,Data Label,Analysis
